trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
197,False,"{'e': 1.0, 'a': 0.5}",25,0,-168.29987499959,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
198,False,"{'e': 1.0, 'a': 0.5}",20,0,-53.62710603981134,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
199,False,"{'e': 1.0, 'a': 0.5}",20,0,-164.27915394896914,"{0: 6, 1: 4, 2: 7, 3: 2, 4: 1}",0
200,False,"{'e': 1.0, 'a': 0.5}",35,0,-210.20685484237762,"{0: 17, 1: 5, 2: 10, 3: 1, 4: 2}",0
201,False,"{'e': 1.0, 'a': 0.5}",25,0,-164.9878295994692,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
202,False,"{'e': 1.0, 'a': 0.5}",20,0,-77.69120051834011,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
203,False,"{'e': 1.0, 'a': 0.5}",20,0,-87.6701749399962,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
204,False,"{'e': 1.0, 'a': 0.5}",20,0,-144.70252292472045,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
205,False,"{'e': 1.0, 'a': 0.5}",20,0,-82.7541027093053,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
206,False,"{'e': 1.0, 'a': 0.5}",25,11,-34.66668322980031,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
207,False,"{'e': 1.0, 'a': 0.5}",25,0,-197.9759876077357,"{0: 10, 1: 4, 2: 7, 3: 2, 4: 2}",0
208,False,"{'e': 1.0, 'a': 0.5}",25,0,-196.80905582693512,"{0: 10, 1: 4, 2: 7, 3: 2, 4: 2}",0
209,False,"{'e': 1.0, 'a': 0.5}",20,0,-135.08239991850482,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
210,False,"{'e': 1.0, 'a': 0.5}",20,0,-172.6291276180844,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
211,False,"{'e': 1.0, 'a': 0.5}",25,0,-132.49418466811662,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
212,False,"{'e': 1.0, 'a': 0.5}",20,1,-93.58030798070628,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 2}",1
213,False,"{'e': 1.0, 'a': 0.5}",25,14,1.8293502224974372,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
214,False,"{'e': 1.0, 'a': 0.5}",20,0,-133.84488974210586,"{0: 7, 1: 4, 2: 8, 3: 0, 4: 1}",0
215,False,"{'e': 1.0, 'a': 0.5}",20,0,-26.784656547582568,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
216,False,"{'e': 1.0, 'a': 0.5}",25,0,-82.940224650051,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
217,False,"{'e': 1.0, 'a': 0.5}",25,0,-93.12575653716787,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",0
218,False,"{'e': 1.0, 'a': 0.5}",30,0,-190.62506878982734,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 3}",0
219,False,"{'e': 1.0, 'a': 0.5}",30,0,-162.02084787371572,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
220,False,"{'e': 1.0, 'a': 0.5}",20,0,-53.15987698984515,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
221,False,"{'e': 1.0, 'a': 0.5}",25,0,-175.9510086958386,"{0: 12, 1: 5, 2: 4, 3: 2, 4: 2}",0
222,False,"{'e': 1.0, 'a': 0.5}",25,0,-51.30379564301824,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
223,False,"{'e': 1.0, 'a': 0.5}",20,0,-71.13304435445889,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
224,False,"{'e': 1.0, 'a': 0.5}",25,0,-95.91598839951283,"{0: 12, 1: 5, 2: 8, 3: 0, 4: 0}",0
225,False,"{'e': 1.0, 'a': 0.5}",25,0,-204.00019215371546,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
226,False,"{'e': 1.0, 'a': 0.5}",25,0,-150.66105636011906,"{0: 11, 1: 5, 2: 7, 3: 1, 4: 1}",0
227,False,"{'e': 1.0, 'a': 0.5}",30,0,-142.6589965722802,"{0: 17, 1: 6, 2: 4, 3: 1, 4: 2}",0
228,False,"{'e': 1.0, 'a': 0.5}",20,0,-131.6864846160031,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
229,False,"{'e': 1.0, 'a': 0.5}",25,0,-9.406750746029152,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
230,False,"{'e': 1.0, 'a': 0.5}",20,0,-90.12637176239434,"{0: 8, 1: 7, 2: 4, 3: 1, 4: 0}",0
231,False,"{'e': 1.0, 'a': 0.5}",20,0,-86.75999477589279,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
232,False,"{'e': 1.0, 'a': 0.5}",25,0,-80.46959199554138,"{0: 13, 1: 6, 2: 5, 3: 1, 4: 0}",0
233,False,"{'e': 1.0, 'a': 0.5}",25,0,-175.85473873645364,"{0: 12, 1: 6, 2: 4, 3: 0, 4: 3}",0
234,False,"{'e': 1.0, 'a': 0.5}",30,0,-244.38138227906597,"{0: 14, 1: 3, 2: 7, 3: 3, 4: 3}",0
235,False,"{'e': 1.0, 'a': 0.5}",25,0,-38.009506236431,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
236,False,"{'e': 1.0, 'a': 0.5}",25,0,-153.93516940822863,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",1
237,False,"{'e': 1.0, 'a': 0.5}",25,0,-91.41255854809903,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
238,False,"{'e': 1.0, 'a': 0.5}",20,0,-231.63508353666023,"{0: 7, 1: 2, 2: 7, 3: 0, 4: 4}",0
239,False,"{'e': 1.0, 'a': 0.5}",30,0,-180.14412752709347,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
240,False,"{'e': 1.0, 'a': 0.5}",20,14,-13.93020462862167,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
241,False,"{'e': 1.0, 'a': 0.5}",20,0,-112.23774005509371,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
242,False,"{'e': 1.0, 'a': 0.5}",20,0,-140.71572166444085,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
243,False,"{'e': 1.0, 'a': 0.5}",30,6,-99.07501525536648,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 1}",1
244,False,"{'e': 1.0, 'a': 0.5}",20,0,-117.34862273960177,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
245,False,"{'e': 1.0, 'a': 0.5}",20,0,-54.91727990594879,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
246,False,"{'e': 1.0, 'a': 0.5}",30,0,-131.7206717520767,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
247,False,"{'e': 1.0, 'a': 0.5}",20,0,-130.66533357916774,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",0
248,False,"{'e': 1.0, 'a': 0.5}",20,0,-195.72217499691007,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 4}",0
249,False,"{'e': 1.0, 'a': 0.5}",25,0,-44.95660898559926,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
250,False,"{'e': 1.0, 'a': 0.5}",20,0,-193.391182151778,"{0: 10, 1: 4, 2: 2, 3: 0, 4: 4}",0
251,False,"{'e': 1.0, 'a': 0.5}",25,0,-139.95875036890243,"{0: 10, 1: 7, 2: 6, 3: 1, 4: 1}",0
252,False,"{'e': 1.0, 'a': 0.5}",20,0,-86.59766855727402,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
253,False,"{'e': 1.0, 'a': 0.5}",30,0,-116.3937691020453,"{0: 14, 1: 6, 2: 10, 3: 0, 4: 0}",0
254,False,"{'e': 1.0, 'a': 0.5}",25,0,-160.69429950633864,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
255,False,"{'e': 1.0, 'a': 0.5}",20,0,-143.61953197072697,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
256,False,"{'e': 1.0, 'a': 0.5}",30,0,-288.5574298621599,"{0: 12, 1: 6, 2: 5, 3: 3, 4: 4}",0
257,False,"{'e': 1.0, 'a': 0.5}",20,0,-118.32418119027605,"{0: 8, 1: 3, 2: 7, 3: 2, 4: 0}",0
258,False,"{'e': 1.0, 'a': 0.5}",25,0,-92.13855415231316,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
259,False,"{'e': 1.0, 'a': 0.5}",20,0,-44.79694623316298,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
260,False,"{'e': 1.0, 'a': 0.5}",20,0,-157.95302868739543,"{0: 9, 1: 2, 2: 4, 3: 4, 4: 1}",0
261,False,"{'e': 1.0, 'a': 0.5}",30,0,-136.35944078630115,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
262,False,"{'e': 1.0, 'a': 0.5}",20,0,-175.7369991470868,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
263,False,"{'e': 1.0, 'a': 0.5}",25,0,-55.78632761957343,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
264,False,"{'e': 1.0, 'a': 0.5}",20,0,-94.41813769239525,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
265,False,"{'e': 1.0, 'a': 0.5}",25,0,-34.489751972161436,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
266,False,"{'e': 1.0, 'a': 0.5}",20,0,-82.2980158110265,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
267,False,"{'e': 1.0, 'a': 0.5}",20,0,-91.27644607169681,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
268,False,"{'e': 1.0, 'a': 0.5}",20,0,-82.3463100392977,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
269,False,"{'e': 1.0, 'a': 0.5}",20,0,-100.34917426132542,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
270,False,"{'e': 1.0, 'a': 0.5}",25,0,-126.37090889784692,"{0: 16, 1: 3, 2: 1, 3: 4, 4: 1}",0
271,False,"{'e': 1.0, 'a': 0.5}",25,0,-84.45762351597054,"{0: 16, 1: 6, 2: 1, 3: 1, 4: 1}",0
272,False,"{'e': 1.0, 'a': 0.5}",25,0,-105.70135049071483,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
273,False,"{'e': 1.0, 'a': 0.5}",25,1,-95.54419146740976,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 1}",1
274,False,"{'e': 1.0, 'a': 0.5}",25,0,-151.46568664701974,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
275,False,"{'e': 1.0, 'a': 0.5}",20,0,-98.49734114560891,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",0
276,False,"{'e': 1.0, 'a': 0.5}",25,0,-248.41896582527764,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 5}",0
277,False,"{'e': 1.0, 'a': 0.5}",20,0,-61.04167884657802,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
278,False,"{'e': 1.0, 'a': 0.5}",25,0,-100.91101581533289,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
279,False,"{'e': 1.0, 'a': 0.5}",20,8,-97.31262731429035,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
280,False,"{'e': 1.0, 'a': 0.5}",20,0,-87.67763144671642,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
281,False,"{'e': 1.0, 'a': 0.5}",35,0,-141.14555311918187,"{0: 20, 1: 5, 2: 8, 3: 1, 4: 1}",0
282,False,"{'e': 1.0, 'a': 0.5}",25,0,-75.38038276185486,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
283,False,"{'e': 1.0, 'a': 0.5}",35,0,-155.58500402278827,"{0: 19, 1: 5, 2: 9, 3: 1, 4: 1}",0
284,False,"{'e': 1.0, 'a': 0.5}",25,0,-126.90509752866632,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
285,False,"{'e': 1.0, 'a': 0.5}",25,0,-98.23479671846988,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
286,False,"{'e': 1.0, 'a': 0.5}",25,18,-3.091162991282591,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'e': 1.0, 'a': 0.5}",20,0,-76.38544804762185,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
288,False,"{'e': 1.0, 'a': 0.5}",20,0,-32.71970870314328,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
289,False,"{'e': 1.0, 'a': 0.5}",25,0,-150.93731575008687,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
290,False,"{'e': 1.0, 'a': 0.5}",25,0,-159.54908824730097,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",0
291,False,"{'e': 1.0, 'a': 0.5}",30,7,-95.194773993345,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 2}",1
292,False,"{'e': 1.0, 'a': 0.5}",20,0,-97.58996929328426,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
293,False,"{'e': 1.0, 'a': 0.5}",20,0,-122.88943537587642,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
294,False,"{'e': 1.0, 'a': 0.5}",20,0,-180.55238687497726,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
295,False,"{'e': 1.0, 'a': 0.5}",20,0,-104.89166497486163,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
296,False,"{'e': 1.0, 'a': 0.5}",25,0,-131.92394458716865,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
297,False,"{'e': 1.0, 'a': 0.5}",30,6,-10.300667645455206,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
298,False,"{'e': 1.0, 'a': 0.5}",25,0,-142.84808509200275,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
299,False,"{'e': 1.0, 'a': 0.5}",20,0,-191.0978403107398,"{0: 7, 1: 6, 2: 3, 3: 1, 4: 3}",0
300,False,"{'e': 1.0, 'a': 0.5}",25,0,-182.8064291487621,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
301,False,"{'e': 1.0, 'a': 0.5}",20,0,-55.433139798886444,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
302,False,"{'e': 1.0, 'a': 0.5}",20,0,-49.197902872600345,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
303,False,"{'e': 1.0, 'a': 0.5}",20,0,-77.39054123762128,"{0: 11, 1: 7, 2: 1, 3: 0, 4: 1}",0
304,False,"{'e': 1.0, 'a': 0.5}",35,0,-132.2685790403424,"{0: 21, 1: 4, 2: 8, 3: 1, 4: 1}",0
305,False,"{'e': 1.0, 'a': 0.5}",30,0,-265.6872031444622,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 6}",0
306,False,"{'e': 1.0, 'a': 0.5}",35,2,-93.79566149113279,"{0: 24, 1: 2, 2: 5, 3: 1, 4: 1}",1
307,False,"{'e': 1.0, 'a': 0.5}",25,0,-57.86446133155379,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
308,False,"{'e': 1.0, 'a': 0.5}",30,0,-59.83892849308933,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
309,False,"{'e': 1.0, 'a': 0.5}",25,0,-204.29669245974915,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
310,False,"{'e': 1.0, 'a': 0.5}",20,0,-162.2535097114804,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
311,False,"{'e': 1.0, 'a': 0.5}",25,0,-174.24538772169146,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
312,False,"{'e': 1.0, 'a': 0.5}",25,0,-136.37529461508444,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
313,False,"{'e': 1.0, 'a': 0.5}",20,0,-39.863390025388476,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
314,False,"{'e': 1.0, 'a': 0.5}",25,0,-106.46638803469047,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
315,False,"{'e': 1.0, 'a': 0.5}",25,0,-105.32492584309362,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
316,False,"{'e': 1.0, 'a': 0.5}",25,0,-148.2684133901482,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
317,False,"{'e': 1.0, 'a': 0.5}",20,0,-224.6279617754234,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
318,False,"{'e': 1.0, 'a': 0.5}",25,0,-116.77830233120193,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
319,False,"{'e': 1.0, 'a': 0.5}",20,0,-50.24995950596528,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
320,False,"{'e': 1.0, 'a': 0.5}",20,0,-134.40444692867365,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
321,False,"{'e': 1.0, 'a': 0.5}",20,0,-138.80093173353055,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
322,False,"{'e': 1.0, 'a': 0.5}",20,0,-113.39060999975263,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
323,False,"{'e': 1.0, 'a': 0.5}",20,0,-131.96286161287628,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
324,False,"{'e': 1.0, 'a': 0.5}",20,0,-120.80552733113382,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
325,False,"{'e': 1.0, 'a': 0.5}",30,0,-293.5680640447145,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 5}",0
326,False,"{'e': 1.0, 'a': 0.5}",20,0,-80.9686759596089,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
327,False,"{'e': 1.0, 'a': 0.5}",25,0,-138.61994235013537,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
328,False,"{'e': 1.0, 'a': 0.5}",20,0,-140.12924757883192,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
329,False,"{'e': 1.0, 'a': 0.5}",20,0,-137.0434050118403,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
330,False,"{'e': 1.0, 'a': 0.5}",20,0,-155.17742390615376,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 3}",0
331,False,"{'e': 1.0, 'a': 0.5}",25,0,-145.35972622563673,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
332,False,"{'e': 1.0, 'a': 0.5}",35,0,-183.96710965457035,"{0: 17, 1: 7, 2: 9, 3: 0, 4: 2}",0
333,False,"{'e': 1.0, 'a': 0.5}",25,0,-135.06035071775528,"{0: 16, 1: 4, 2: 1, 3: 2, 4: 2}",0
334,False,"{'e': 1.0, 'a': 0.5}",30,0,-227.5881106381413,"{0: 12, 1: 6, 2: 9, 3: 0, 4: 3}",0
335,False,"{'e': 1.0, 'a': 0.5}",20,0,-95.28401806462321,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
336,False,"{'e': 1.0, 'a': 0.5}",30,12,-72.18661536293254,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
337,False,"{'e': 1.0, 'a': 0.5}",20,0,-67.57251116855737,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
338,False,"{'e': 1.0, 'a': 0.5}",20,0,-58.5958250690763,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
339,False,"{'e': 1.0, 'a': 0.5}",30,0,-142.13012133864885,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
340,False,"{'e': 1.0, 'a': 0.5}",20,0,-99.68235129761841,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
341,False,"{'e': 1.0, 'a': 0.5}",30,0,-130.11855758254765,"{0: 15, 1: 3, 2: 11, 3: 1, 4: 0}",0
342,False,"{'e': 1.0, 'a': 0.5}",20,0,-137.24528632950347,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
343,False,"{'e': 1.0, 'a': 0.5}",25,0,-267.028557490516,"{0: 10, 1: 3, 2: 6, 3: 2, 4: 4}",0
344,False,"{'e': 1.0, 'a': 0.5}",20,1,-36.55437630416492,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
345,False,"{'e': 1.0, 'a': 0.5}",20,0,-159.24540785391932,"{0: 4, 1: 5, 2: 10, 3: 0, 4: 1}",0
346,False,"{'e': 1.0, 'a': 0.5}",25,0,-161.50701954606416,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
347,False,"{'e': 1.0, 'a': 0.5}",20,5,-78.31920358314146,"{0: 6, 1: 3, 2: 5, 3: 1, 4: 0}",1
348,False,"{'e': 1.0, 'a': 0.5}",20,0,-68.71722159203199,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
349,False,"{'e': 1.0, 'a': 0.5}",20,0,-115.5656439998396,"{0: 8, 1: 7, 2: 3, 3: 1, 4: 1}",0
350,False,"{'e': 1.0, 'a': 0.5}",20,0,-101.26855867407986,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
351,False,"{'e': 1.0, 'a': 0.5}",20,0,-72.80903950688925,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
352,False,"{'e': 1.0, 'a': 0.5}",30,0,-140.24568336406153,"{0: 16, 1: 6, 2: 5, 3: 2, 4: 1}",0
353,False,"{'e': 1.0, 'a': 0.5}",20,0,-53.847607032397605,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
354,False,"{'e': 1.0, 'a': 0.5}",20,0,-106.42333602229274,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
355,False,"{'e': 1.0, 'a': 0.5}",25,0,-154.77640516021424,"{0: 13, 1: 2, 2: 6, 3: 3, 4: 1}",0
356,False,"{'e': 1.0, 'a': 0.5}",25,0,-93.27364868325,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 0}",0
357,False,"{'e': 1.0, 'a': 0.5}",30,0,-192.5586302771382,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
358,False,"{'e': 1.0, 'a': 0.5}",20,0,-97.06523377652069,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
359,False,"{'e': 1.0, 'a': 0.5}",20,0,-154.9478468481961,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
360,False,"{'e': 1.0, 'a': 0.5}",25,0,-63.48912932432762,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
361,False,"{'e': 1.0, 'a': 0.5}",20,0,-32.1845876660342,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
362,False,"{'e': 1.0, 'a': 0.5}",20,12,-4.728148246547931,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
363,False,"{'e': 1.0, 'a': 0.5}",25,4,-59.76313076188,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 0}",1
364,False,"{'e': 1.0, 'a': 0.5}",25,0,-88.8770242302718,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
365,False,"{'e': 1.0, 'a': 0.5}",30,0,-182.7626866733701,"{0: 18, 1: 2, 2: 5, 3: 3, 4: 2}",0
366,False,"{'e': 1.0, 'a': 0.5}",30,0,-175.84961059230483,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
367,False,"{'e': 1.0, 'a': 0.5}",20,0,-39.807192904842516,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
368,False,"{'e': 1.0, 'a': 0.5}",25,0,-85.85686214826593,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
369,False,"{'e': 1.0, 'a': 0.5}",20,0,-79.97394186947862,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
370,False,"{'e': 1.0, 'a': 0.5}",25,0,-81.90061898643593,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
371,False,"{'e': 1.0, 'a': 0.5}",20,0,-112.24395440807277,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
372,False,"{'e': 1.0, 'a': 0.5}",20,0,-26.080141150678752,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
373,False,"{'e': 1.0, 'a': 0.5}",30,0,-254.5863597310161,"{0: 14, 1: 2, 2: 8, 3: 3, 4: 3}",0
374,False,"{'e': 1.0, 'a': 0.5}",25,0,-161.16552911978638,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
375,False,"{'e': 1.0, 'a': 0.5}",20,0,-80.78492738942275,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
376,False,"{'e': 1.0, 'a': 0.5}",20,0,-84.5286654551851,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
377,False,"{'e': 1.0, 'a': 0.5}",25,0,-184.4207504899155,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
378,False,"{'e': 1.0, 'a': 0.5}",20,0,-53.22902824745289,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
379,False,"{'e': 1.0, 'a': 0.5}",25,3,-65.11983933153805,"{0: 14, 1: 5, 2: 2, 3: 0, 4: 1}",1
380,False,"{'e': 1.0, 'a': 0.5}",20,0,-115.69367813014361,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
381,False,"{'e': 1.0, 'a': 0.5}",25,0,-136.577038384106,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
382,False,"{'e': 1.0, 'a': 0.5}",20,0,-90.488233958317,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
383,False,"{'e': 1.0, 'a': 0.5}",20,0,-97.09927221773599,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
384,False,"{'e': 1.0, 'a': 0.5}",30,0,-184.88331801443996,"{0: 15, 1: 5, 2: 6, 3: 2, 4: 2}",0
385,False,"{'e': 1.0, 'a': 0.5}",25,0,-103.38805180262366,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
386,False,"{'e': 1.0, 'a': 0.5}",35,0,-142.78497946540674,"{0: 21, 1: 4, 2: 8, 3: 1, 4: 1}",0
387,False,"{'e': 1.0, 'a': 0.5}",30,0,-55.333026213533614,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
388,False,"{'e': 1.0, 'a': 0.5}",20,0,-129.38097451755567,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
389,False,"{'e': 1.0, 'a': 0.5}",20,0,-58.02918227127955,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
390,False,"{'e': 1.0, 'a': 0.5}",30,0,-101.55076648543809,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
391,False,"{'e': 1.0, 'a': 0.5}",20,0,-22.117712523227397,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
392,False,"{'e': 1.0, 'a': 0.5}",20,0,-76.76689090578284,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
