trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
35,False,"{'e': 1.0, 'a': 0.5}",25,0,-133.7080936482778,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
36,False,"{'e': 1.0, 'a': 0.5}",20,0,-62.55010292282846,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
37,False,"{'e': 1.0, 'a': 0.5}",30,0,-102.87161790790843,"{0: 15, 1: 8, 2: 6, 3: 1, 4: 0}",0
38,False,"{'e': 1.0, 'a': 0.5}",25,0,-105.24809681712972,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
39,False,"{'e': 1.0, 'a': 0.5}",30,0,-174.8660547433307,"{0: 12, 1: 11, 2: 5, 3: 0, 4: 2}",0
40,False,"{'e': 1.0, 'a': 0.5}",20,0,-196.51447347717453,"{0: 8, 1: 7, 2: 1, 3: 0, 4: 4}",0
41,False,"{'e': 1.0, 'a': 0.5}",20,0,-40.92940240270984,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
42,False,"{'e': 1.0, 'a': 0.5}",20,0,-138.80005967301219,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
43,False,"{'e': 1.0, 'a': 0.5}",25,0,-163.4953918306101,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
44,False,"{'e': 1.0, 'a': 0.5}",20,0,-201.92378384472335,"{0: 9, 1: 3, 2: 2, 3: 3, 4: 3}",0
45,False,"{'e': 1.0, 'a': 0.5}",30,0,-136.64878017002215,"{0: 14, 1: 8, 2: 7, 3: 0, 4: 1}",0
46,False,"{'e': 1.0, 'a': 0.5}",20,0,-123.82887018846695,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
47,False,"{'e': 1.0, 'a': 0.5}",35,0,-353.5406826098251,"{0: 16, 1: 4, 2: 7, 3: 2, 4: 6}",0
48,False,"{'e': 1.0, 'a': 0.5}",30,0,-137.43218814877645,"{0: 16, 1: 6, 2: 6, 3: 1, 4: 1}",0
49,False,"{'e': 1.0, 'a': 0.5}",25,0,-191.15398481797033,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
50,False,"{'e': 1.0, 'a': 0.5}",20,0,-100.56450496277647,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
51,False,"{'e': 1.0, 'a': 0.5}",25,0,-160.00385096748644,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
52,False,"{'e': 1.0, 'a': 0.5}",25,0,-211.32146941196865,"{0: 14, 1: 1, 2: 4, 3: 3, 4: 3}",0
53,False,"{'e': 1.0, 'a': 0.5}",20,0,-126.89464851446895,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
54,False,"{'e': 1.0, 'a': 0.5}",25,0,-155.4992761809095,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",0
55,False,"{'e': 1.0, 'a': 0.5}",20,0,-55.124265464686836,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
56,False,"{'e': 1.0, 'a': 0.5}",25,0,-110.84351166109201,"{0: 14, 1: 4, 2: 4, 3: 3, 4: 0}",0
57,False,"{'e': 1.0, 'a': 0.5}",25,0,-130.64137366443447,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
58,False,"{'e': 1.0, 'a': 0.5}",20,0,-53.64947690419728,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
59,False,"{'e': 1.0, 'a': 0.5}",30,0,-203.7310402626597,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 4}",0
60,False,"{'e': 1.0, 'a': 0.5}",25,0,-155.36180466375305,"{0: 12, 1: 5, 2: 4, 3: 3, 4: 1}",0
61,False,"{'e': 1.0, 'a': 0.5}",20,0,-122.51173140064657,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
62,False,"{'e': 1.0, 'a': 0.5}",30,0,-127.54784622186875,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
63,False,"{'e': 1.0, 'a': 0.5}",25,0,-112.29785661723827,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
64,False,"{'e': 1.0, 'a': 0.5}",20,0,-107.53240177456732,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
65,False,"{'e': 1.0, 'a': 0.5}",20,0,-48.260249318440586,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
66,False,"{'e': 1.0, 'a': 0.5}",35,0,-228.24991513336226,"{0: 20, 1: 1, 2: 10, 3: 1, 4: 3}",0
67,False,"{'e': 1.0, 'a': 0.5}",30,0,-189.3672048453959,"{0: 15, 1: 1, 2: 12, 3: 0, 4: 2}",0
68,False,"{'e': 1.0, 'a': 0.5}",20,0,-115.60997044474,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
69,False,"{'e': 1.0, 'a': 0.5}",20,0,-131.06027077710263,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
70,False,"{'e': 1.0, 'a': 0.5}",25,7,-96.34405948344697,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
71,False,"{'e': 1.0, 'a': 0.5}",20,15,5.239530515921067,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
72,False,"{'e': 1.0, 'a': 0.5}",20,0,-45.931595156294726,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
73,False,"{'e': 1.0, 'a': 0.5}",20,0,-86.69525092652157,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
74,False,"{'e': 1.0, 'a': 0.5}",20,0,-211.18260277699028,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 4}",0
75,False,"{'e': 1.0, 'a': 0.5}",20,0,-137.7022726538178,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
76,False,"{'e': 1.0, 'a': 0.5}",25,0,-153.94495759059436,"{0: 16, 1: 4, 2: 1, 3: 1, 4: 3}",0
77,False,"{'e': 1.0, 'a': 0.5}",25,4,-83.87663979727307,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 1}",1
78,False,"{'e': 1.0, 'a': 0.5}",30,0,-237.49038343346228,"{0: 16, 1: 3, 2: 6, 3: 1, 4: 4}",0
79,False,"{'e': 1.0, 'a': 0.5}",20,0,-131.51674388790474,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
80,False,"{'e': 1.0, 'a': 0.5}",30,0,-257.0408830437232,"{0: 17, 1: 1, 2: 5, 3: 3, 4: 4}",0
81,False,"{'e': 1.0, 'a': 0.5}",20,15,-6.069447046103312,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'e': 1.0, 'a': 0.5}",20,0,-169.60826934041145,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
83,False,"{'e': 1.0, 'a': 0.5}",30,0,-83.91981012256424,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
84,False,"{'e': 1.0, 'a': 0.5}",25,0,-92.38441051959688,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
85,False,"{'e': 1.0, 'a': 0.5}",20,0,-53.02414253025069,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
86,False,"{'e': 1.0, 'a': 0.5}",20,0,-89.87300352896352,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
87,False,"{'e': 1.0, 'a': 0.5}",25,0,-175.5240463376784,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
88,False,"{'e': 1.0, 'a': 0.5}",20,7,-24.553686615000764,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
89,False,"{'e': 1.0, 'a': 0.5}",30,0,-91.95727069157566,"{0: 22, 1: 3, 2: 2, 3: 2, 4: 1}",0
90,False,"{'e': 1.0, 'a': 0.5}",30,0,-81.83055303913552,"{0: 20, 1: 5, 2: 2, 3: 3, 4: 0}",0
91,False,"{'e': 1.0, 'a': 0.5}",30,0,-246.24195560894205,"{0: 17, 1: 1, 2: 6, 3: 2, 4: 4}",0
92,False,"{'e': 1.0, 'a': 0.5}",25,0,-138.979985637879,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
93,False,"{'e': 1.0, 'a': 0.5}",25,0,-126.30926038166682,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
94,False,"{'e': 1.0, 'a': 0.5}",25,0,-60.38209947342761,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
95,False,"{'e': 1.0, 'a': 0.5}",30,0,-107.58391437066247,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
96,False,"{'e': 1.0, 'a': 0.5}",25,3,-52.971207601793736,"{0: 16, 1: 0, 2: 4, 3: 2, 4: 0}",1
97,False,"{'e': 1.0, 'a': 0.5}",30,0,-145.87841060145433,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 2}",0
98,False,"{'e': 1.0, 'a': 0.5}",30,0,-154.64182248400547,"{0: 16, 1: 6, 2: 6, 3: 0, 4: 2}",0
99,False,"{'e': 1.0, 'a': 0.5}",20,0,-80.31706098943081,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
100,False,"{'e': 1.0, 'a': 0.5}",35,0,-280.6937497963311,"{0: 17, 1: 5, 2: 6, 3: 3, 4: 4}",0
101,False,"{'e': 1.0, 'a': 0.5}",25,0,-24.87549703001855,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
102,False,"{'e': 1.0, 'a': 0.5}",20,0,-18.36709241072084,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
103,False,"{'e': 1.0, 'a': 0.5}",20,0,-63.03963314391913,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
104,False,"{'e': 1.0, 'a': 0.5}",20,0,-162.9089374081971,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
105,False,"{'e': 1.0, 'a': 0.5}",20,0,-180.00067183374557,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
106,False,"{'e': 1.0, 'a': 0.5}",20,0,-121.80715423311727,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
107,False,"{'e': 1.0, 'a': 0.5}",20,1,-55.09568728796144,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 0}",1
108,False,"{'e': 1.0, 'a': 0.5}",25,0,-125.4394869641068,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
109,False,"{'e': 1.0, 'a': 0.5}",25,11,-80.7523428274378,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
110,False,"{'e': 1.0, 'a': 0.5}",20,0,-69.55026893758057,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
111,False,"{'e': 1.0, 'a': 0.5}",20,0,-150.59909271470676,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
112,False,"{'e': 1.0, 'a': 0.5}",20,0,-115.64942106192294,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
113,False,"{'e': 1.0, 'a': 0.5}",25,0,-161.18732471623665,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
114,False,"{'e': 1.0, 'a': 0.5}",30,0,-192.13151940066373,"{0: 18, 1: 1, 2: 6, 3: 3, 4: 2}",0
115,False,"{'e': 1.0, 'a': 0.5}",25,0,-176.6242864640819,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
116,False,"{'e': 1.0, 'a': 0.5}",30,0,-81.21567894525688,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
117,False,"{'e': 1.0, 'a': 0.5}",25,0,-91.70335451573305,"{0: 12, 1: 4, 2: 9, 3: 0, 4: 0}",0
118,False,"{'e': 1.0, 'a': 0.5}",25,0,-147.7600030732294,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
119,False,"{'e': 1.0, 'a': 0.5}",25,0,-145.40745196623496,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
120,False,"{'e': 1.0, 'a': 0.5}",20,0,-94.61605041222363,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
121,False,"{'e': 1.0, 'a': 0.5}",25,0,-113.30164424659192,"{0: 14, 1: 5, 2: 3, 3: 2, 4: 1}",0
122,False,"{'e': 1.0, 'a': 0.5}",25,0,-163.4327714737495,"{0: 11, 1: 5, 2: 7, 3: 0, 4: 2}",0
123,False,"{'e': 1.0, 'a': 0.5}",35,0,-91.73726543767083,"{0: 24, 1: 4, 2: 5, 3: 2, 4: 0}",0
124,False,"{'e': 1.0, 'a': 0.5}",20,0,-75.92874962670702,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
125,False,"{'e': 1.0, 'a': 0.5}",25,0,-181.30270900163416,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
126,False,"{'e': 1.0, 'a': 0.5}",30,0,-127.10945889084275,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
127,False,"{'e': 1.0, 'a': 0.5}",25,0,-76.23757618501025,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
128,False,"{'e': 1.0, 'a': 0.5}",20,0,-19.90516395696342,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
129,False,"{'e': 1.0, 'a': 0.5}",25,3,-143.52178470379113,"{0: 11, 1: 2, 2: 5, 3: 3, 4: 1}",1
130,False,"{'e': 1.0, 'a': 0.5}",30,11,-84.06774240386318,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 1}",1
131,False,"{'e': 1.0, 'a': 0.5}",25,0,-164.81006552577858,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
132,False,"{'e': 1.0, 'a': 0.5}",20,0,-44.04102281112249,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
133,False,"{'e': 1.0, 'a': 0.5}",20,0,-80.66807485402268,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
134,False,"{'e': 1.0, 'a': 0.5}",35,0,-101.59908179845797,"{0: 23, 1: 1, 2: 10, 3: 1, 4: 0}",0
135,False,"{'e': 1.0, 'a': 0.5}",25,6,-160.50201802649784,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 3}",1
136,False,"{'e': 1.0, 'a': 0.5}",30,0,-169.15325179622184,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
137,False,"{'e': 1.0, 'a': 0.5}",20,0,-83.18940806704319,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
138,False,"{'e': 1.0, 'a': 0.5}",20,0,-24.49747555174399,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
139,False,"{'e': 1.0, 'a': 0.5}",30,0,-117.69463020901335,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
140,False,"{'e': 1.0, 'a': 0.5}",20,0,-4.2047209501166085,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
141,False,"{'e': 1.0, 'a': 0.5}",25,0,-217.53828089249274,"{0: 15, 1: 2, 2: 2, 3: 2, 4: 4}",0
142,False,"{'e': 1.0, 'a': 0.5}",30,0,-224.17077038788014,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
143,False,"{'e': 1.0, 'a': 0.5}",30,3,-185.22617046160747,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 3}",1
144,False,"{'e': 1.0, 'a': 0.5}",20,0,-52.35891595564639,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
145,False,"{'e': 1.0, 'a': 0.5}",20,0,-127.60341278404994,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
146,False,"{'e': 1.0, 'a': 0.5}",20,0,-128.16677810637157,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
147,False,"{'e': 1.0, 'a': 0.5}",20,0,-113.95051501388637,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
148,False,"{'e': 1.0, 'a': 0.5}",20,0,-83.56785702201536,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
149,False,"{'e': 1.0, 'a': 0.5}",25,0,-81.35621655057156,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
150,False,"{'e': 1.0, 'a': 0.5}",20,0,-106.9040091298152,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
151,False,"{'e': 1.0, 'a': 0.5}",30,0,-101.97640036109037,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
152,False,"{'e': 1.0, 'a': 0.5}",20,0,-92.06303135506141,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
153,False,"{'e': 1.0, 'a': 0.5}",20,0,-111.19242978600624,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
154,False,"{'e': 1.0, 'a': 0.5}",20,0,-199.6967169016738,"{0: 7, 1: 3, 2: 7, 3: 0, 4: 3}",0
155,False,"{'e': 1.0, 'a': 0.5}",25,0,-80.08195773539572,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
156,False,"{'e': 1.0, 'a': 0.5}",25,0,-148.04816746929603,"{0: 10, 1: 7, 2: 6, 3: 1, 4: 1}",0
157,False,"{'e': 1.0, 'a': 0.5}",20,0,-102.22144042265522,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
158,False,"{'e': 1.0, 'a': 0.5}",20,0,-151.06952440760915,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
159,False,"{'e': 1.0, 'a': 0.5}",20,0,-51.770102845676725,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
160,False,"{'e': 1.0, 'a': 0.5}",20,0,-85.287073481142,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
161,False,"{'e': 1.0, 'a': 0.5}",30,0,-69.35187703209593,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
162,False,"{'e': 1.0, 'a': 0.5}",20,0,-70.93071086590656,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
163,False,"{'e': 1.0, 'a': 0.5}",25,0,-53.55283065483515,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
164,False,"{'e': 1.0, 'a': 0.5}",25,0,-134.89829492281763,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",1
165,False,"{'e': 1.0, 'a': 0.5}",20,0,-113.3721281207367,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
166,False,"{'e': 1.0, 'a': 0.5}",30,0,-62.642530786098405,"{0: 22, 1: 0, 2: 8, 3: 0, 4: 0}",0
167,False,"{'e': 1.0, 'a': 0.5}",25,0,-125.7520720916946,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
168,False,"{'e': 1.0, 'a': 0.5}",30,0,-243.69500443175352,"{0: 16, 1: 3, 2: 6, 3: 1, 4: 4}",0
169,False,"{'e': 1.0, 'a': 0.5}",30,0,-93.2247501340981,"{0: 18, 1: 4, 2: 6, 3: 2, 4: 0}",0
170,False,"{'e': 1.0, 'a': 0.5}",20,0,-203.50525947473213,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 3}",0
171,False,"{'e': 1.0, 'a': 0.5}",25,0,-117.44372529479216,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
172,False,"{'e': 1.0, 'a': 0.5}",20,0,-15.000240512245043,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
173,False,"{'e': 1.0, 'a': 0.5}",25,0,-53.62105392139454,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
174,False,"{'e': 1.0, 'a': 0.5}",20,0,-163.39491884615896,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
175,False,"{'e': 1.0, 'a': 0.5}",25,0,-83.39595870503291,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
176,False,"{'e': 1.0, 'a': 0.5}",20,13,4.306960303668642,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'e': 1.0, 'a': 0.5}",20,0,-116.286351292832,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
178,False,"{'e': 1.0, 'a': 0.5}",20,0,-96.97954272263237,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
179,False,"{'e': 1.0, 'a': 0.5}",30,0,-204.3087236317691,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
180,False,"{'e': 1.0, 'a': 0.5}",20,0,-160.67153911955185,"{0: 7, 1: 6, 2: 4, 3: 1, 4: 2}",0
181,False,"{'e': 1.0, 'a': 0.5}",20,0,-120.43897349959543,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
182,False,"{'e': 1.0, 'a': 0.5}",20,0,-130.02764991288583,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
183,False,"{'e': 1.0, 'a': 0.5}",25,5,-92.59504605158169,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",1
184,False,"{'e': 1.0, 'a': 0.5}",30,0,-78.23198744538392,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
185,False,"{'e': 1.0, 'a': 0.5}",25,12,-54.120299117375865,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
186,False,"{'e': 1.0, 'a': 0.5}",25,0,-42.26411260103683,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
187,False,"{'e': 1.0, 'a': 0.5}",25,0,-88.10822580002781,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
188,False,"{'e': 1.0, 'a': 0.5}",25,0,-98.13761228662565,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
189,False,"{'e': 1.0, 'a': 0.5}",20,0,-118.19152381186346,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
190,False,"{'e': 1.0, 'a': 0.5}",25,0,-135.33468984977202,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
191,False,"{'e': 1.0, 'a': 0.5}",30,0,-249.61769598606898,"{0: 13, 1: 2, 2: 11, 3: 1, 4: 3}",0
192,False,"{'e': 1.0, 'a': 0.5}",30,0,-192.8279238658273,"{0: 16, 1: 4, 2: 7, 3: 0, 4: 3}",0
193,False,"{'e': 1.0, 'a': 0.5}",20,0,-80.680354277755,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
194,False,"{'e': 1.0, 'a': 0.5}",20,0,-60.51112593800119,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
195,False,"{'e': 1.0, 'a': 0.5}",20,0,-112.9504077898024,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
196,False,"{'e': 1.0, 'a': 0.5}",20,0,-162.75306518672977,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
