trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
64,False,"{'e': 0.525596487525562, 'a': 0.5}",25,20,9.129117849951221,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'e': 0.5203405226503064, 'a': 0.5}",25,8,-31.088699420355123,"{0: 11, 1: 5, 2: 0, 3: 1, 4: 0}",1
66,False,"{'e': 0.5151371174238033, 'a': 0.5}",20,0,-60.41232291931004,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
67,False,"{'e': 0.5099857462495653, 'a': 0.5}",25,15,-34.8697322680448,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
68,False,"{'e': 0.5048858887870696, 'a': 0.5}",25,7,-6.635004267651009,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
69,False,"{'e': 0.4998370298991989, 'a': 0.5}",25,4,-66.46542534503367,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 1}",1
70,False,"{'e': 0.49483865960020695, 'a': 0.5}",25,3,-68.10658393489456,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
71,False,"{'e': 0.4898902730042049, 'a': 0.5}",20,0,-19.574620911295554,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
72,False,"{'e': 0.48499137027416284, 'a': 0.5}",20,0,-13.019197715842092,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
73,False,"{'e': 0.4801414565714212, 'a': 0.5}",20,0,-12.807999713356974,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
74,False,"{'e': 0.475340042005707, 'a': 0.5}",35,16,-60.88284922103314,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
75,False,"{'e': 0.47058664158564995, 'a': 0.5}",25,17,-39.08418455847192,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
76,False,"{'e': 0.4658807751697934, 'a': 0.5}",20,14,10.566811110150569,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'e': 0.4612219674180955, 'a': 0.5}",30,18,-8.945022884450342,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
78,False,"{'e': 0.45660974774391455, 'a': 0.5}",25,9,-18.52164724635847,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
79,False,"{'e': 0.4520436502664754, 'a': 0.5}",20,12,1.2864406507401804,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'e': 0.44752321376381066, 'a': 0.5}",30,16,-37.436240070815025,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
81,False,"{'e': 0.44304798162617254, 'a': 0.5}",25,1,-47.01447639703451,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 0}",1
82,False,"{'e': 0.4386175018099108, 'a': 0.5}",25,13,18.795657235922715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'e': 0.4342313267918117, 'a': 0.5}",30,9,-52.10546395443409,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
84,False,"{'e': 0.4298890135238936, 'a': 0.5}",25,15,-19.331504510185656,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
85,False,"{'e': 0.42559012338865465, 'a': 0.5}",30,17,-27.534119370343497,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
86,False,"{'e': 0.4213342221547681, 'a': 0.5}",20,13,11.784296970020055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'e': 0.41712087993322045, 'a': 0.5}",20,6,-6.783057013986021,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
88,False,"{'e': 0.41294967113388825, 'a': 0.5}",35,13,-30.35766910864044,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
89,False,"{'e': 0.40882017442254937, 'a': 0.5}",20,0,-18.564732464978086,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
90,False,"{'e': 0.4047319726783239, 'a': 0.5}",20,16,6.399771665438619,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'e': 0.40068465295154065, 'a': 0.5}",25,13,-36.0599896072188,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
92,False,"{'e': 0.39667780642202527, 'a': 0.5}",20,0,-92.18603326543891,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
93,False,"{'e': 0.392711028357805, 'a': 0.5}",20,11,-5.279862013847158,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
94,False,"{'e': 0.38878391807422696, 'a': 0.5}",20,5,-33.03047722263931,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
95,False,"{'e': 0.3848960788934847, 'a': 0.5}",20,10,15.25577365116461,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'e': 0.38104711810454983, 'a': 0.5}",20,13,2.3611419803072033,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
97,False,"{'e': 0.37723664692350434, 'a': 0.5}",30,13,-47.11561916667267,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
98,False,"{'e': 0.37346428045426927, 'a': 0.5}",25,9,4.980534327849727,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
99,False,"{'e': 0.36972963764972655, 'a': 0.5}",20,0,19.086264313046097,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
100,False,"{'e': 0.36603234127322926, 'a': 0.5}",25,11,2.2239392862199754,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
101,False,"{'e': 0.36237201786049694, 'a': 0.5}",25,0,-33.49211432457194,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",1
102,False,"{'e': 0.358748297681892, 'a': 0.5}",25,10,13.82526187011879,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'e': 0.35516081470507305, 'a': 0.5}",20,15,8.82622578912763,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'e': 0.3516092065580223, 'a': 0.5}",25,16,2.448119092417238,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
105,False,"{'e': 0.34809311449244207, 'a': 0.5}",20,9,18.964082815511407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'e': 0.34461218334751764, 'a': 0.5}",20,5,4.269370379096806,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
107,False,"{'e': 0.34116606151404244, 'a': 0.5}",25,2,-71.6250920449885,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
108,False,"{'e': 0.337754400898902, 'a': 0.5}",20,0,31.910042686035712,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
109,False,"{'e': 0.334376856889913, 'a': 0.5}",30,16,14.198977682743006,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'e': 0.33103308832101386, 'a': 0.5}",20,2,-29.834784292551596,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
111,False,"{'e': 0.3277227574378037, 'a': 0.5}",35,14,-4.361625086574609,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
112,False,"{'e': 0.3244455298634257, 'a': 0.5}",20,8,-80.95850661864625,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
113,False,"{'e': 0.3212010745647914, 'a': 0.5}",20,0,-0.13246442393714042,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
114,False,"{'e': 0.3179890638191435, 'a': 0.5}",25,0,-53.77312697883875,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
115,False,"{'e': 0.31480917318095203, 'a': 0.5}",25,8,-7.362282528568763,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
116,False,"{'e': 0.3116610814491425, 'a': 0.5}",20,3,-42.47520747607067,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
117,False,"{'e': 0.30854447063465107, 'a': 0.5}",20,0,-49.954310756996506,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
118,False,"{'e': 0.30545902592830454, 'a': 0.5}",20,0,32.336708814834836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
119,False,"{'e': 0.3024044356690215, 'a': 0.5}",25,12,14.848986125183913,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'e': 0.29938039131233124, 'a': 0.5}",30,13,-17.645890545903523,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
121,False,"{'e': 0.2963865873992079, 'a': 0.5}",30,13,30.139669028899565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'e': 0.29342272152521587, 'a': 0.5}",30,0,25.200184967882628,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
123,False,"{'e': 0.2904884943099637, 'a': 0.5}",35,23,-26.051253832282768,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
124,False,"{'e': 0.28758360936686406, 'a': 0.5}",20,8,-22.858570137960577,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
125,False,"{'e': 0.2847077732731954, 'a': 0.5}",35,15,-17.17506285574655,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
126,False,"{'e': 0.28186069554046345, 'a': 0.5}",20,6,2.771049063436885,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
127,False,"{'e': 0.2790420885850588, 'a': 0.5}",20,8,1.2974582631092906,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
128,False,"{'e': 0.2762516676992082, 'a': 0.5}",20,0,1.2905046655713337,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
129,False,"{'e': 0.27348915102221616, 'a': 0.5}",20,8,15.663645873979505,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
130,False,"{'e': 0.270754259511994, 'a': 0.5}",20,3,13.962591729939051,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'e': 0.26804671691687404, 'a': 0.5}",25,11,1.0077636581125315,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
132,False,"{'e': 0.2653662497477053, 'a': 0.5}",20,0,-14.232855811865019,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
133,False,"{'e': 0.2627125872502282, 'a': 0.5}",25,0,29.59231020719171,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
134,False,"{'e': 0.2600854613777259, 'a': 0.5}",20,9,11.764030557077781,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'e': 0.2574846067639487, 'a': 0.5}",20,0,-123.3877865130408,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",0
136,False,"{'e': 0.2549097606963092, 'a': 0.5}",20,0,-34.681721459510555,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
137,False,"{'e': 0.2523606630893461, 'a': 0.5}",20,5,20.515245518548124,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'e': 0.24983705645845267, 'a': 0.5}",25,14,8.663882395655849,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'e': 0.24733868589386815, 'a': 0.5}",20,0,12.56258532722009,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
140,False,"{'e': 0.24486529903492946, 'a': 0.5}",20,10,2.0609251383349667,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'e': 0.24241664604458016, 'a': 0.5}",30,0,27.703834264166844,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
142,False,"{'e': 0.23999247958413436, 'a': 0.5}",25,0,14.852205347969946,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
143,False,"{'e': 0.23759255478829303, 'a': 0.5}",25,0,3.825632025974267,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
144,False,"{'e': 0.2352166292404101, 'a': 0.5}",20,5,22.49308027692595,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'e': 0.232864462948006, 'a': 0.5}",20,0,-10.301707083436332,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
146,False,"{'e': 0.23053581831852593, 'a': 0.5}",20,12,-6.639216722808641,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
147,False,"{'e': 0.22823046013534068, 'a': 0.5}",25,13,18.441332298847602,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'e': 0.22594815553398728, 'a': 0.5}",20,14,4.483800156637571,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'e': 0.22368867397864742, 'a': 0.5}",25,9,-18.770067375508006,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
150,False,"{'e': 0.22145178723886094, 'a': 0.5}",25,0,-69.74316838263613,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
151,False,"{'e': 0.21923726936647234, 'a': 0.5}",35,15,36.27246465856744,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'e': 0.2170448966728076, 'a': 0.5}",20,9,-14.654030925842147,"{0: 6, 1: 4, 2: 1, 3: 0, 4: 0}",1
153,False,"{'e': 0.21487444770607952, 'a': 0.5}",25,8,-12.811957723706882,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
154,False,"{'e': 0.21272570322901874, 'a': 0.5}",30,2,23.034092301059015,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
155,False,"{'e': 0.21059844619672854, 'a': 0.5}",30,0,-71.94642412881564,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
156,False,"{'e': 0.20849246173476127, 'a': 0.5}",20,13,0.26650431335472735,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'e': 0.20640753711741366, 'a': 0.5}",20,3,-30.932449290464913,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
158,False,"{'e': 0.20434346174623952, 'a': 0.5}",20,9,11.20683387961129,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
159,False,"{'e': 0.20230002712877712, 'a': 0.5}",20,4,9.240483376456933,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
160,False,"{'e': 0.20027702685748935, 'a': 0.5}",25,15,19.011424226463507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'e': 0.19827425658891445, 'a': 0.5}",20,9,18.43180258881425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'e': 0.1962915140230253, 'a': 0.5}",25,1,-5.965942060360922,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
163,False,"{'e': 0.19432859888279505, 'a': 0.5}",20,11,10.501086530745557,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'e': 0.1923853128939671, 'a': 0.5}",30,3,11.08588207045695,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
165,False,"{'e': 0.19046145976502743, 'a': 0.5}",30,16,30.225234709739734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'e': 0.18855684516737714, 'a': 0.5}",20,10,4.441354923691109,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'e': 0.18667127671570335, 'a': 0.5}",30,6,-19.990046985797335,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 0}",1
168,False,"{'e': 0.18480456394854633, 'a': 0.5}",20,5,17.759575441280088,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'e': 0.18295651830906087, 'a': 0.5}",25,6,-5.798381526519873,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
170,False,"{'e': 0.18112695312597027, 'a': 0.5}",20,8,22.63143267061533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'e': 0.17931568359471056, 'a': 0.5}",20,5,-14.945491125744553,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
172,False,"{'e': 0.17752252675876345, 'a': 0.5}",20,3,16.046534051392225,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'e': 0.17574730149117582, 'a': 0.5}",25,12,21.531923082526582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'e': 0.17398982847626407, 'a': 0.5}",25,18,12.917649996498543,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'e': 0.17224993019150142, 'a': 0.5}",30,18,19.964325002701454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'e': 0.1705274308895864, 'a': 0.5}",25,15,6.561544390573476,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'e': 0.16882215658069055, 'a': 0.5}",20,7,12.547711290963994,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'e': 0.16713393501488363, 'a': 0.5}",30,11,38.210841315760135,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'e': 0.16546259566473479, 'a': 0.5}",20,10,17.829008899444567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'e': 0.16380796970808745, 'a': 0.5}",20,10,17.049219070673423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'e': 0.16216989001100657, 'a': 0.5}",20,16,7.4574320479239695,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'e': 0.1605481911108965, 'a': 0.5}",20,9,18.94263167691725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'e': 0.15894270919978754, 'a': 0.5}",20,12,-4.094093778125769,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
184,False,"{'e': 0.15735328210778965, 'a': 0.5}",20,8,0.62288587667614,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
185,False,"{'e': 0.15577974928671176, 'a': 0.5}",30,1,47.6236928080633,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'e': 0.15422195179384465, 'a': 0.5}",25,19,1.562393711288144,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'e': 0.1526797322759062, 'a': 0.5}",20,12,17.067144487619032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'e': 0.15115293495314713, 'a': 0.5}",35,22,23.77520679789593,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'e': 0.14964140560361566, 'a': 0.5}",20,14,7.52679911106444,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'e': 0.1481449915475795, 'a': 0.5}",25,15,17.92257848817351,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'e': 0.1466635416321037, 'a': 0.5}",20,0,22.73472277641048,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
192,False,"{'e': 0.14519690621578268, 'a': 0.5}",20,10,17.390089659596626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'e': 0.14374493715362485, 'a': 0.5}",20,12,-3.304960298939215,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
194,False,"{'e': 0.1423074877820886, 'a': 0.5}",30,23,11.419939286243617,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'e': 0.1408844129042677, 'a': 0.5}",30,17,12.640646147297865,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'e': 0.13947556877522502, 'a': 0.5}",20,10,9.968954772156371,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'e': 0.13808081308747278, 'a': 0.5}",20,15,8.853540845814997,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'e': 0.13670000495659804, 'a': 0.5}",20,10,-35.46751935899701,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
199,False,"{'e': 0.13533300490703207, 'a': 0.5}",20,8,15.561863101657826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'e': 0.13397967485796175, 'a': 0.5}",20,14,10.504731679559713,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'e': 0.13263987810938213, 'a': 0.5}",25,14,1.539018814631024,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
202,False,"{'e': 0.1313134793282883, 'a': 0.5}",25,14,10.26349172059432,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'e': 0.13000034453500542, 'a': 0.5}",20,1,19.030675233979764,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'e': 0.12870034108965536, 'a': 0.5}",20,16,7.891659707206348,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'e': 0.12741333767875881, 'a': 0.5}",20,8,22.98914830539719,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'e': 0.12613920430197123, 'a': 0.5}",20,0,27.443230447399323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
207,False,"{'e': 0.12487781225895152, 'a': 0.5}",25,11,25.527130616821534,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'e': 0.123629034136362, 'a': 0.5}",35,24,6.712263969334268,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
